model,scenario,mechanism,direction,target,multiplier,endpoint,truth_metric,true_ratio,truth_se_log,n_trials,mean_log_gmr,bias_log,bias_mc_se,bias_lo,bias_hi,bias_pct,toward_one,bias_toward_one_log,note
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,AUCinf_B,AUC0-inf,0.80009024618209,0.000154431653069483,10000,-0.196952450376708,0.0260782995722025,0.00051625643140945,0.0250664555598528,0.0270901435845522,2.64213136768809,TRUE,0.0260782995722025,""
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,AUCinf_C,AUC0-inf,0.80009024618209,0.000154431653069483,10000,-0.233046571326885,-0.0100158213779745,0.000550228299657604,-0.0110942490285781,-0.00893739372737088,-0.996583007955332,FALSE,-0.0100158213779745,""
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,AUCinf_Ai,AUC0-inf,0.80009024618209,0.000154431653069483,10000,-0.182747014503825,0.0402837354450851,0.000535911779102438,0.0392333676591535,0.0413341032310167,4.11061310002692,TRUE,0.0402837354450851,""
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,AUCinf_Ci,AUC0-inf,0.80009024618209,0.000154431653069483,10000,-0.225914467430756,-0.00288371748184543,0.000544646210274629,-0.00395120443829993,-0.00181623052539093,-0.287956356245722,FALSE,-0.00288371748184543,""
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,AUCinf_true,AUC0-inf,0.80009024618209,0.000154431653069483,10000,-0.222835590061531,0.000195159887379975,0.000529159022480185,-0.000841972738775609,0.00123229251353556,0.0195178932309803,TRUE,0.000195159887379975,reference: individual model AUC0-inf of trial subjects (no NCA)
k2020,ka_down_080,ka,down,0.8,0.424232725036545,Cmax,Cmax,0.632507704543837,0.000376869737986611,10000,-0.451348462548314,0.00671441480936152,0.000524601375130943,0.00568621500786469,0.00774261461085836,0.673700702868296,TRUE,0.00671441480936152,""
k2020,ka_down_080,ka,down,0.8,0.424232725036545,AUClast,AUC0-inf,0.800570249731887,0.000496213900277846,10000,-0.224850631238285,-0.00241963815900559,0.000630542303532505,-0.00365547836465822,-0.00118379795335296,-0.241671319418979,FALSE,-0.00241963815900559,""
k2020,ka_down_080,ka,down,0.8,0.424232725036545,AUCinf_A,AUC0-inf,0.800570249731887,0.000496213900277846,10000,-0.143391397603761,0.0790395954755187,0.000613576596021452,0.0778370074455599,0.0802421835054774,8.22471733134076,TRUE,0.0790395954755187,""
k2020,ka_down_080,ka,down,0.8,0.424232725036545,AUCinf_B,AUC0-inf,0.800570249731887,0.000496213900277846,10000,-0.184261447734021,0.0381695453452585,0.000574824234685956,0.0370429105478333,0.0392961801426838,3.89073598543395,TRUE,0.0381695453452585,""
k2020,ka_down_080,ka,down,0.8,0.424232725036545,AUCinf_C,AUC0-inf,0.800570249731887,0.000496213900277846,10000,-0.231330771463591,-0.00889977838431086,0.00062992742367375,-0.0101344134475855,-0.00766514332103621,-0.8860292581787,FALSE,-0.00889977838431086,""
k2020,ka_down_080,ka,down,0.8,0.424232725036545,AUCinf_Ai,AUC0-inf,0.800570249731887,0.000496213900277846,10000,-0.144268786348364,0.0781622067309163,0.000588023672466904,0.0770097015108242,0.0793147119510084,8.12980382657564,TRUE,0.0781622067309163,""
k2020,ka_down_080,ka,down,0.8,0.424232725036545,AUCinf_Ci,AUC0-inf,0.800570249731887,0.000496213900277846,10000,-0.224655258184962,-0.00222426510568219,0.000626303860057908,-0.0034517981147741,-0.000996732096590274,-0.222179326107086,FALSE,-0.00222426510568219,""
